State,Avg_Daily_Distance_(km),Brand,Model,Price_INR,Year_of_Manufacture,Engine_Capacity_cc,Fuel_Type,Mileage_km_per_l,Owner_Type,Registration_Year,Insurance_Status,Seller_Type,Resale_Price_INR,City_Tier
punjab,47.58,kawasaki,z650,350436,2016,783,hybrid,80.04,third,2022,active,individual,209018.31,metro
uttar pradesh,13.28,bajaj,avenger 220,60422,2022,855,hybrid,69.41,third,2024,active,individual,37439.43,tier 1
karnataka,45.75,kawasaki,ninja 300,121141,2024,773,hybrid,84.92,second,2024,active,dealer,67014.18,metro
tamil nadu,32.82,hero,passion pro,370501,2019,950,electric,82.01,second,2019,not available,dealer,153246.94,tier 1
tamil nadu,67.25,yamaha,ray zr,338354,2018,971,petrol,34.95,first,2018,expired,individual,216642.3,tier 3
west bengal,11.12,kawasaki,z650,233705,2018,869,petrol,25.35,first,2018,expired,individual,120190.6,tier 2
tamil nadu,36.32,ktm,rc 390,130071,2021,131,electric,87.36,third,2023,active,dealer,83183.4,tier 1
madhya pradesh,46.3,hero,glamour,271959,2017,825,petrol,41.92,first,2017,not available,dealer,170714.74,tier 2
maharashtra,42.89,honda,activa,146782,2019,697,electric,65.71,first,2019,expired,individual,116707.21,tier 3
rajasthan,12.37,ktm,duke 200,278881,2023,298,petrol,35.77,second,2023,not available,dealer,203228.28,tier 2
tamil nadu,33.74,honda,activa,387696,2020,728,electric,63.62,first,2020,active,dealer,248650.31,tier 1
punjab,20.62,kawasaki,z650,53111,2021,330,hybrid,70.99,first,2021,active,dealer,36172.87,tier 3
punjab,14.47,ktm,250 duke,294491,2024,729,petrol,27.17,third,2024,expired,individual,147247.44,tier 1
delhi,39.06,honda,cbr 650r,244338,2017,890,hybrid,93.68,first,2017,expired,dealer,105547.93,tier 1
west bengal,47.47,bajaj,dominar 400,106027,2020,878,electric,64.33,third,2021,not available,individual,48946.7,tier 1
tamil nadu,47.82,bajaj,pulsar 150,262059,2018,674,electric,83.2,second,2023,not available,individual,158611.79,tier 3
punjab,52.45,hero,hf deluxe,160474,2015,919,electric,76.03,third,2022,not available,dealer,84888.54,tier 1
delhi,37.82,tvs,jupiter,399947,2024,280,electric,93.53,third,2024,not available,individual,263792.36,tier 2
gujarat,70.61,ktm,250 duke,218063,2023,897,hybrid,96.16,first,2023,not available,individual,102800.01,metro
maharashtra,45.46,hero,glamour,234631,2020,463,hybrid,87.74,first,2020,not available,dealer,178336.16,tier 1
uttar pradesh,76.81,honda,cbr 650r,358685,2016,928,petrol,31.11,third,2021,not available,dealer,286753.77,tier 1
tamil nadu,22.16,honda,cbr 650r,348235,2019,371,hybrid,90.75,first,2019,active,individual,185857.29,metro
uttar pradesh,11.64,hero,splendor plus,192226,2023,184,petrol,45.22,third,2024,not available,individual,143342.39,tier 3
maharashtra,7.9,ktm,390 adventure,272350,2022,252,electric,85.85,third,2024,expired,dealer,181409.72,tier 2
uttar pradesh,30.53,ktm,125 duke,302101,2019,682,petrol,29.0,third,2019,active,dealer,123879.97,tier 1
karnataka,22.21,kawasaki,ninja 400,272238,2017,844,petrol,47.18,third,2018,expired,individual,214272.65,tier 3
punjab,12.69,ktm,duke 200,54432,2017,791,electric,75.59,first,2017,active,dealer,31954.88,tier 3
maharashtra,38.46,yamaha,fz v3,219420,2015,520,petrol,33.49,second,2015,active,dealer,123518.34,metro
maharashtra,51.79,tvs,jupiter,225319,2015,556,hybrid,76.8,third,2019,expired,dealer,103128.9,metro
gujarat,78.73,yamaha,fz v3,82411,2024,935,hybrid,86.76,third,2024,expired,dealer,45607.08,tier 2
tamil nadu,23.46,ktm,rc 390,52478,2016,553,electric,78.12,second,2021,expired,dealer,23506.38,metro
gujarat,16.89,bajaj,platina 110,314409,2020,490,petrol,32.69,second,2022,expired,individual,152029.42,tier 1
tamil nadu,56.89,tvs,jupiter,135451,2021,121,petrol,50.99,third,2024,not available,dealer,75823.25,tier 2
punjab,30.51,yamaha,ray zr,161169,2016,542,hybrid,60.34,first,2016,expired,dealer,115123.89,tier 3
punjab,72.5,honda,cbr 650r,130042,2023,204,petrol,40.29,second,2024,expired,individual,81080.64,metro
gujarat,40.19,ktm,125 duke,341492,2024,428,electric,84.84,second,2024,expired,dealer,191932.03,tier 3
gujarat,77.75,bajaj,pulsar 150,102635,2024,791,electric,80.34,third,2024,expired,individual,79078.91,tier 1
madhya pradesh,19.31,ktm,250 duke,110759,2019,364,petrol,53.27,third,2023,not available,dealer,84368.94,tier 1
uttar pradesh,57.13,tvs,sport,290735,2023,994,hybrid,62.39,first,2023,not available,dealer,181971.77,tier 3
maharashtra,33.33,kawasaki,vulcan s,133384,2021,868,hybrid,92.2,second,2022,expired,individual,67342.32,tier 3
delhi,6.23,ktm,125 duke,89699,2021,783,electric,93.92,first,2021,expired,dealer,43131.88,tier 1
uttar pradesh,56.06,kawasaki,versys 650,123347,2020,214,petrol,27.93,second,2023,not available,dealer,65008.12,metro
karnataka,62.86,kawasaki,ninja 300,207047,2020,248,hybrid,88.33,first,2020,expired,dealer,134135.64,tier 1
west bengal,9.94,royal enfield,interceptor 650,225007,2016,260,petrol,31.8,second,2022,expired,dealer,106826.92,tier 2
rajasthan,66.41,honda,dio,166857,2015,805,electric,88.38,first,2015,active,dealer,112614.08,tier 2
karnataka,11.76,yamaha,r15 v4,79000,2021,546,electric,72.16,first,2021,expired,individual,34751.45,tier 2
delhi,34.48,yamaha,ray zr,141709,2022,377,hybrid,87.17,third,2022,active,individual,80373.16,tier 1
tamil nadu,61.93,royal enfield,himalayan,399395,2023,343,petrol,56.21,third,2024,active,individual,178330.5,metro
gujarat,25.62,bajaj,avenger 220,177346,2017,352,hybrid,84.76,second,2017,not available,dealer,71646.38,metro
rajasthan,49.08,hero,splendor plus,152392,2023,553,hybrid,78.84,second,2024,not available,individual,84385.53,tier 3
west bengal,58.16,yamaha,fascino 125,263406,2021,924,electric,96.11,second,2022,not available,individual,117006.97,tier 2
madhya pradesh,8.89,kawasaki,versys 650,237648,2020,472,electric,82.41,third,2023,expired,individual,185487.79,tier 2
rajasthan,74.62,kawasaki,z650,193414,2023,124,petrol,50.14,third,2023,active,dealer,87290.44,metro
maharashtra,23.01,kawasaki,ninja 400,265123,2017,591,petrol,57.37,first,2017,active,dealer,163847.29,metro
rajasthan,61.81,hero,hf deluxe,308713,2024,402,electric,96.26,third,2024,not available,individual,229702.91,tier 2
delhi,27.55,bajaj,platina 110,139029,2017,820,petrol,53.94,second,2019,expired,individual,92061.05,tier 1
rajasthan,41.82,ktm,250 duke,189781,2021,935,petrol,39.3,third,2021,expired,dealer,103019.67,tier 3
madhya pradesh,62.48,kawasaki,versys 650,199105,2022,652,electric,77.5,first,2022,expired,individual,125795.2,tier 1
maharashtra,69.94,kawasaki,versys 650,227378,2019,963,electric,65.74,third,2023,active,individual,157371.56,tier 2
maharashtra,21.05,ktm,250 duke,310277,2022,417,hybrid,69.05,first,2022,expired,dealer,150081.69,metro
maharashtra,67.27,bajaj,dominar 400,369444,2018,724,petrol,25.5,second,2019,expired,individual,243530.84,tier 3
madhya pradesh,38.28,tvs,jupiter,396323,2018,417,electric,97.58,third,2024,active,individual,174281.33,tier 3
uttar pradesh,53.67,hero,xtreme 160r,242978,2016,325,hybrid,65.85,second,2016,active,individual,113244.12,tier 1
tamil nadu,66.6,bajaj,platina 110,215250,2017,968,petrol,30.1,third,2022,active,individual,130107.12,tier 1
punjab,64.23,ktm,duke 200,219945,2015,122,petrol,38.85,second,2019,not available,individual,142909.93,tier 2
maharashtra,68.78,royal enfield,classic 350,358443,2018,345,hybrid,88.93,second,2024,expired,dealer,200632.66,tier 3
karnataka,74.58,honda,activa,195672,2019,837,hybrid,99.31,second,2022,expired,dealer,145255.31,metro
maharashtra,58.25,tvs,ntorq 125,112087,2017,576,electric,84.05,third,2023,expired,dealer,61075.17,tier 1
uttar pradesh,20.86,tvs,sport,197119,2018,201,hybrid,86.91,first,2018,expired,dealer,91158.66,tier 1
madhya pradesh,19.99,royal enfield,meteor 350,64802,2018,107,electric,81.27,third,2024,not available,individual,28264.55,tier 3
rajasthan,26.18,bajaj,ct 100,68000,2021,109,electric,63.74,second,2023,active,dealer,30586.37,tier 1
madhya pradesh,24.52,kawasaki,ninja 300,168650,2017,465,petrol,58.83,first,2017,active,individual,72904.4,tier 2
rajasthan,71.56,tvs,ntorq 125,247338,2024,715,electric,91.15,third,2024,active,individual,173656.85,metro
tamil nadu,20.45,hero,splendor plus,378425,2019,841,petrol,52.39,second,2021,not available,individual,162500.49,metro
madhya pradesh,16.21,hero,hf deluxe,54587,2022,887,hybrid,93.46,second,2024,not available,individual,28706.83,tier 1
tamil nadu,59.6,kawasaki,ninja 300,112352,2021,327,petrol,38.2,third,2024,not available,individual,71251.41,tier 3
delhi,17.4,tvs,sport,257083,2015,691,petrol,41.6,first,2015,active,dealer,158182.16,tier 3
west bengal,9.17,honda,dio,117032,2024,265,electric,90.18,third,2024,not available,individual,81219.18,tier 1
rajasthan,46.36,royal enfield,classic 350,83246,2019,975,petrol,39.31,third,2021,not available,dealer,64810.36,tier 1
uttar pradesh,50.73,kawasaki,ninja 300,130066,2022,539,electric,62.28,second,2024,active,individual,66426.77,tier 1
maharashtra,63.18,yamaha,r15 v4,278282,2024,794,petrol,40.77,first,2024,expired,dealer,117164.19,tier 3
gujarat,43.41,tvs,jupiter,235565,2019,547,hybrid,83.24,third,2023,not available,dealer,153002.06,tier 1
karnataka,6.59,ktm,390 adventure,218257,2019,344,petrol,48.37,second,2020,active,individual,139074.96,metro
rajasthan,34.74,yamaha,mt-15,365853,2023,154,hybrid,69.35,second,2023,active,individual,277049.78,tier 1
gujarat,13.03,kawasaki,versys 650,365838,2019,669,hybrid,77.57,first,2019,not available,individual,234660.41,tier 1
karnataka,5.65,bajaj,ct 100,361526,2019,208,hybrid,92.44,second,2024,not available,dealer,259264.05,tier 2
maharashtra,16.54,hero,glamour,330747,2022,487,hybrid,71.73,first,2022,expired,individual,244730.04,tier 1
punjab,41.52,bajaj,ct 100,291806,2015,517,hybrid,89.5,first,2015,not available,individual,187276.82,tier 3
maharashtra,6.9,bajaj,pulsar 150,160049,2020,310,hybrid,92.48,first,2020,not available,dealer,73315.98,tier 3
rajasthan,12.32,yamaha,r15 v4,168326,2018,847,electric,88.79,third,2023,not available,dealer,81070.11,metro
rajasthan,77.61,honda,dio,252818,2021,596,petrol,29.01,first,2021,expired,dealer,175623.86,tier 3
karnataka,70.84,tvs,jupiter,367054,2017,624,electric,80.88,third,2018,active,individual,219320.14,tier 2
west bengal,17.56,tvs,apache rtr 160,216866,2016,995,electric,75.62,second,2017,not available,dealer,115909.81,tier 2
tamil nadu,56.42,honda,shine,207384,2020,690,electric,92.26,first,2020,active,dealer,165374.15,tier 3
tamil nadu,67.95,ktm,rc 390,200700,2019,148,petrol,33.1,third,2019,expired,dealer,82445.48,tier 3
maharashtra,9.23,ktm,390 adventure,322699,2021,478,electric,90.53,third,2024,active,individual,255970.46,tier 3
delhi,68.53,hero,splendor plus,285679,2024,318,petrol,31.07,second,2024,expired,individual,117592.57,metro
punjab,37.17,kawasaki,ninja 300,333795,2019,916,electric,93.24,first,2019,expired,dealer,266137.07,tier 1
punjab,20.77,hero,splendor plus,234756,2018,708,hybrid,66.0,second,2024,not available,individual,178216.21,metro
punjab,38.83,ktm,duke 200,221918,2018,287,petrol,27.25,first,2018,active,dealer,90244.43,tier 2
punjab,25.76,royal enfield,classic 350,124143,2017,413,electric,92.26,first,2017,active,dealer,90106.03,tier 3
west bengal,54.45,yamaha,fascino 125,239514,2020,642,petrol,39.64,second,2020,active,individual,100321.32,tier 2
madhya pradesh,50.84,kawasaki,z650,207443,2021,287,electric,75.41,third,2024,not available,dealer,98515.44,metro
gujarat,8.98,honda,cbr 650r,247081,2020,199,petrol,44.21,first,2020,active,dealer,115819.6,tier 2
delhi,58.86,tvs,apache rtr 160,248274,2018,714,hybrid,95.79,second,2018,expired,individual,126642.89,tier 1
uttar pradesh,58.17,kawasaki,z650,109723,2018,252,electric,68.76,third,2019,not available,dealer,86593.88,tier 1
tamil nadu,54.18,royal enfield,himalayan,326969,2022,243,petrol,28.74,third,2022,not available,individual,237293.43,tier 3
rajasthan,44.47,tvs,ronin,206799,2022,111,hybrid,71.31,third,2022,not available,dealer,147995.37,tier 3
rajasthan,74.51,kawasaki,ninja 300,202113,2018,624,hybrid,85.58,second,2020,not available,individual,104235.21,tier 1
madhya pradesh,18.99,honda,unicorn,360048,2016,950,hybrid,85.28,third,2019,active,individual,202920.32,tier 1
uttar pradesh,14.89,honda,cbr 650r,356770,2022,263,electric,70.98,second,2024,expired,individual,223247.75,tier 1
gujarat,68.15,yamaha,r15 v4,391926,2020,767,electric,87.19,first,2020,not available,dealer,291269.32,tier 3
tamil nadu,5.93,yamaha,mt-15,383747,2020,569,hybrid,81.77,third,2022,not available,dealer,297382.68,tier 3
punjab,30.93,royal enfield,interceptor 650,337433,2019,472,petrol,27.27,third,2021,not available,dealer,183462.53,tier 3
delhi,30.11,hero,hf deluxe,149581,2015,681,hybrid,93.04,first,2015,expired,individual,90222.67,tier 1
madhya pradesh,20.72,tvs,ronin,387078,2018,801,hybrid,78.73,second,2023,active,dealer,244185.8,tier 3
madhya pradesh,72.18,honda,activa,109212,2019,536,petrol,44.48,second,2022,expired,dealer,82364.54,tier 2
delhi,34.58,yamaha,fascino 125,129706,2023,643,hybrid,84.16,third,2023,not available,individual,79983.76,tier 1
tamil nadu,43.85,kawasaki,versys 650,278740,2017,999,electric,60.99,first,2017,active,dealer,147464.2,tier 3
punjab,73.52,hero,glamour,135694,2022,825,electric,76.24,third,2023,expired,dealer,92609.89,metro
tamil nadu,29.98,honda,shine,377527,2016,363,petrol,58.42,first,2016,not available,dealer,180076.05,tier 1
tamil nadu,22.8,hero,glamour,236378,2022,829,electric,94.39,second,2023,active,dealer,102288.64,tier 1
delhi,66.31,kawasaki,z650,260095,2021,171,hybrid,77.08,second,2023,not available,individual,200074.23,tier 3
uttar pradesh,39.96,honda,activa,209333,2020,847,petrol,44.04,third,2024,active,individual,117113.07,tier 2
madhya pradesh,37.43,yamaha,fz v3,315919,2023,471,electric,80.68,second,2024,expired,dealer,153144.88,tier 3
maharashtra,59.77,kawasaki,versys 650,213220,2019,194,hybrid,90.48,third,2024,expired,individual,121080.49,tier 3
tamil nadu,70.42,ktm,250 duke,385042,2020,656,petrol,48.41,first,2020,active,dealer,227250.32,metro
uttar pradesh,65.78,hero,xtreme 160r,367822,2015,491,electric,89.96,third,2019,active,dealer,252220.8,tier 2
rajasthan,28.79,hero,hf deluxe,145289,2023,109,electric,82.43,third,2024,active,dealer,80923.04,metro
west bengal,64.99,tvs,sport,101424,2018,723,petrol,54.3,first,2018,expired,individual,72380.92,tier 1
uttar pradesh,50.0,yamaha,mt-15,177720,2018,809,petrol,55.44,third,2024,active,individual,82125.23,tier 3
delhi,71.0,tvs,ntorq 125,178749,2022,178,hybrid,87.92,third,2024,active,dealer,127616.22,tier 3
delhi,10.81,kawasaki,z650,292338,2020,429,petrol,35.72,third,2024,active,individual,172342.75,metro
madhya pradesh,57.92,bajaj,ct 100,175588,2024,960,electric,64.6,first,2024,not available,individual,133931.85,metro
karnataka,70.63,tvs,sport,80604,2016,307,petrol,32.12,third,2019,not available,individual,33162.09,tier 1
gujarat,13.86,honda,shine,172611,2016,418,petrol,33.97,third,2021,active,individual,136999.36,metro
madhya pradesh,29.02,kawasaki,z650,250686,2019,273,petrol,58.83,second,2021,active,individual,113433.94,tier 3
gujarat,78.4,ktm,250 duke,317684,2015,917,petrol,35.67,first,2015,not available,dealer,171844.98,tier 2
delhi,44.35,honda,shine,180010,2018,502,hybrid,72.25,third,2022,expired,dealer,131131.64,tier 2
punjab,17.35,tvs,apache rtr 160,61250,2019,171,electric,91.99,third,2021,expired,individual,27476.59,tier 2
rajasthan,17.55,tvs,sport,86785,2020,437,hybrid,95.83,third,2023,expired,dealer,53031.1,metro
punjab,5.93,kawasaki,versys 650,321206,2021,385,hybrid,87.57,second,2024,expired,dealer,219324.45,metro
rajasthan,26.36,royal enfield,interceptor 650,317324,2023,997,petrol,30.05,second,2023,expired,individual,156133.53,tier 1
gujarat,21.92,ktm,125 duke,51199,2024,314,petrol,43.54,third,2024,not available,dealer,38637.65,tier 1
punjab,52.02,royal enfield,classic 350,353703,2022,189,petrol,48.97,third,2024,active,dealer,224629.38,metro
maharashtra,11.84,ktm,rc 390,379899,2022,508,hybrid,66.66,third,2022,not available,dealer,228179.65,tier 1
tamil nadu,71.08,honda,dio,109881,2015,869,electric,96.16,third,2024,not available,individual,73987.57,tier 2
karnataka,37.26,honda,dio,134085,2017,288,petrol,25.2,third,2024,expired,individual,102709.46,metro
tamil nadu,7.05,honda,shine,129340,2019,150,petrol,50.64,second,2020,not available,individual,101307.34,tier 3
karnataka,72.78,hero,hf deluxe,222477,2017,772,petrol,39.42,first,2017,expired,dealer,176682.34,metro
west bengal,22.93,honda,unicorn,156889,2020,316,petrol,46.51,third,2024,expired,dealer,71631.46,tier 3
uttar pradesh,70.56,yamaha,fz v3,383357,2021,414,petrol,36.11,third,2021,expired,individual,189807.29,metro
punjab,39.12,yamaha,fascino 125,123029,2024,310,electric,62.87,third,2024,active,individual,49873.12,tier 2
rajasthan,16.71,yamaha,mt-15,122958,2022,657,electric,82.26,first,2022,not available,dealer,79251.53,metro
tamil nadu,64.66,bajaj,dominar 400,198473,2020,192,petrol,32.17,third,2022,not available,dealer,123536.0,metro
tamil nadu,50.37,kawasaki,vulcan s,369629,2023,979,petrol,39.04,second,2023,not available,dealer,190323.93,tier 1
delhi,52.41,yamaha,mt-15,87368,2016,408,hybrid,76.72,first,2016,not available,individual,38999.91,tier 2
tamil nadu,61.11,hero,glamour,245356,2020,676,hybrid,79.23,first,2020,active,dealer,157058.5,tier 2
maharashtra,62.9,bajaj,dominar 400,302614,2022,690,petrol,32.26,third,2023,expired,individual,233888.27,tier 3
karnataka,71.93,yamaha,fz v3,169247,2019,157,petrol,58.31,first,2019,expired,dealer,102086.43,tier 2
delhi,30.06,royal enfield,hunter 350,365204,2021,469,electric,96.37,second,2021,active,dealer,245824.44,tier 2
karnataka,47.54,tvs,jupiter,236535,2015,458,hybrid,99.73,second,2016,not available,individual,97997.7,metro
punjab,18.36,ktm,390 adventure,129070,2023,839,electric,67.85,second,2023,active,dealer,78938.84,metro
rajasthan,34.98,honda,activa,132565,2016,457,hybrid,61.49,first,2016,not available,dealer,84785.84,tier 3
karnataka,64.82,honda,shine,348422,2016,777,hybrid,61.07,third,2016,active,dealer,139521.69,tier 2
gujarat,18.66,ktm,duke 200,80979,2015,416,hybrid,64.05,third,2018,not available,individual,38335.57,metro
gujarat,26.83,kawasaki,versys 650,118442,2018,883,petrol,53.72,third,2023,expired,individual,70991.64,tier 3
karnataka,17.45,tvs,ntorq 125,220126,2017,341,hybrid,67.02,second,2017,not available,individual,161810.42,tier 3
gujarat,53.83,honda,shine,275378,2018,252,electric,61.77,third,2019,active,dealer,141482.68,tier 1
maharashtra,68.49,hero,glamour,287128,2016,925,hybrid,96.27,first,2016,not available,individual,154449.89,tier 2
gujarat,24.84,yamaha,mt-15,78890,2022,418,petrol,56.01,second,2024,expired,dealer,52984.95,tier 1
rajasthan,42.73,bajaj,ct 100,300772,2018,940,hybrid,62.47,third,2018,not available,dealer,137112.82,tier 1
